"","new.ID","Latitude","Longitude","groups","nitrogen","sand","cec","soc","phh2o","silt"
"69","NEF_AtlasMXA_S916_2025",16.6,-95.02,21,160,571,173,179,64,232
"70","NEF_AtlasMXA_S917_2025",16.11,-95.32,21,261,615,180,270,65,196
"71","NEF_AtlasMXA_S918_2025",15.93,-95.78,10,172,588,168,224,70,273
"72","NEF_AtlasMXA_S919_2025",15.68,-96.47,10,250,569,225,280,67,246
"73","NEF_AtlasMXA_S920_2025",15.72,-96.41,10,293,582,211,259,62,248
"74","NEF_AtlasMXB_B01_2025",19.86,-97.986,6,293,443,245,311,65,244
"75","NEF_AtlasMXB_B02_2025",16.685,-92.981,9,205,484,203,271,64,232
"76","NEF_AtlasMXB_B03_2025",16.72,-93.121,9,255,458,200,359,62,242
"77","NEF_AtlasMXB_B04_2025",16.649,-93.056,9,220,471,219,274,68,244
"78","NEF_AtlasMXB_B05_2025",16.776,-93.144,9,226,446,193,295,68,253
"79","NEF_AtlasMXB_B06_2025",19.478,-97.262,6,295,494,186,332,69,292
"80","NEF_AtlasMXB_B07_2025",19.484,-97.219,6,389,520,240,459,64,269
"81","NEF_AtlasMXB_B08_2025",19.61,-97.383,6,292,499,204,393,70,274
"82","NEF_AtlasMXB_B09_2025",19.601,-97.39,6,263,499,201,320,68,292
"83","NEF_AtlasMXB_B10_2025",19.612,-97.388,6,304,494,209,438,64,285
"84","NEF_AtlasMXB_B11_2025",19.593,-97.211,6,288,485,185,257,64,281
"85","NEF_AtlasMXB_B12_2025",19.605,-97.379,6,295,495,190,370,71,279
"86","NEF_AtlasMXB_B13_2025",19.516,-97.431,6,346,507,194,474,67,285
"87","NEF_AtlasMXB_B14_2025",19.518,-97.434,6,396,495,197,532,66,298
"88","NEF_AtlasMXB_B15_2025",21.084,-105.176,17,368,479,220,349,59,269
"89","NEF_AtlasMXB_B16_2025",21.082,-105.17,17,316,492,229,288,58,266
"90","NEF_AtlasMXB_B17_2025",19.516,-99.616,14,291,484,281,409,60,288
"91","NEF_AtlasMXB_B18_2025",21.292,-105.007,17,412,439,235,343,57,237
"92","NEF_AtlasMXB_B19_2025",21.307,-105.016,17,380,460,252,461,56,255
"93","NEF_AtlasMXB_B20_2025",21.223,-104.565,17,286,482,261,365,57,262
"94","NEF_AtlasMXB_B21_2025",21.216,-104.568,17,225,506,238,286,60,253
"95","NEF_AtlasMXB_B22_2025",19.281,-97.988,6,375,521,266,512,62,293
"96","NEF_AtlasMXB_B23_2025",19.264,-98.018,6,475,513,242,805,55,332
"97","NEF_AtlasMXB_B24_2025",19.259,-98.022,6,492,504,238,908,54,335
"98","NEF_AtlasMXB_B33_2025",18.994,-97.295,6,472,508,197,606,59,281
"99","NEF_AtlasMXB_B34_2025",18.972,-97.287,6,448,508,212,629,59,247
"100","NEF_AtlasMXB_B35_2025",18.904,-97.314,6,414,525,215,432,66,272
"101","NEF_AtlasMXB_B39_2025",19.124,-99.189,14,388,458,246,377,61,307
"102","NEF_AtlasMXB_B40_2025",19.125,-99.172,14,341,489,283,461,61,283
"103","NEF_AtlasMXB_B41_2025",19.313,-99.323,14,474,507,257,732,59,309
"104","NEF_AtlasMXB_B42_2025",19.303,-99.295,14,661,475,278,776,59,301
"105","NEF_AtlasMXB_B43_2025",19.228,-98.972,14,197,453,264,226,76,268
"106","NEF_AtlasMXB_B44_2025",19.134,-99.221,14,398,440,252,705,60,319
"107","NEF_AtlasMXB_B45_2025",19.256,-99.265,14,484,470,262,852,59,341
"108","NEF_AtlasMXB_B46_2025",19.212,-99.253,14,443,531,259,690,63,322
"109","NEF_AtlasMXB_B47_2025",19.199,-99.247,14,464,518,265,726,58,281
"110","NEF_AtlasMXB_B48_2025",19.266,-99.219,14,347,459,255,513,60,321
"111","NEF_AtlasMXB_B49_2025",19.134,-99.206,14,444,465,256,792,59,318
"112","NEF_AtlasMXB_B50_2025",19.339,-99.326,14,364,474,274,470,63,300
"113","NEF_AtlasMXB_B51_2025",19.224,-99.179,14,352,442,340,564,62,325
"114","NEF_AtlasMXB_B52_2025",19.22,-99.143,14,368,447,284,516,59,310
"115","NEF_AtlasMXB_B53_2025",19.209,-99.093,14,354,424,278,629,58,337
"116","NEF_AtlasMXB_B54_2025",19.107,-99.161,14,408,464,276,568,61,301
"117","NEF_AtlasMXB_B55_2025",19.117,-99.071,14,409,481,301,442,62,283
"118","NEF_AtlasMXB_B56_2025",19.153,-99.11,14,467,510,304,649,61,276
"119","NEF_AtlasMXB_B57_2025",19.133,-99.046,14,410,493,277,775,58,305
"120","NEF_AtlasMXB_B58_2025",19.103,-98.988,14,446,522,254,667,60,285
"121","NEF_AtlasMXB_B59_2025",19.156,-98.967,14,286,503,289,434,63,272
"122","NEF_AtlasMXB_B60_2025",19.225,-99.284,14,483,533,258,645,58,300
"123","NEF_AtlasMXB_B61_2025",19.224,-99.031,14,361,438,301,484,62,307
"124","NEF_AtlasMXB_B62_2025",19.183,-98.966,14,282,461,259,378,65,299
"125","NEF_AtlasMXB_B63_2025",19.275,-99.068,14,236,422,277,351,75,268
"126","NEF_AtlasMXB_B64_2025",19.326,-99.005,14,305,474,284,415,63,293
"127","NEF_AtlasMXB_B65_2025",19.346,-99.09,14,281,465,277,258,66,294
"128","NEF_AtlasMXB_B66_2025",19.564,-99.111,14,373,433,265,438,61,281
"129","NEF_AtlasMXB_B67_2025",19.318,-99.277,14,379,484,257,545,60,307
"130","NEF_AtlasMXB_B68_2025",19.274,-99.252,14,317,464,249,455,61,296
"131","NEF_AtlasMXB_B69_2025",19.222,-99.162,14,353,454,319,438,61,313
"132","NEF_AtlasMXB_B70_2025",19.249,-98.966,14,202,457,288,243,76,271
"133","NEF_AtlasMXB_B71_2025",19.188,-99.22,14,394,502,297,635,62,280
"134","NEF_AtlasMXB_B72_2025",19.151,-99.122,14,365,497,288,563,63,280
"135","NEF_AtlasMXB_B73_2025",19.197,-99.074,14,296,468,284,375,62,307
"136","NEF_AtlasMXB_B74_2025",19.209,-99.029,14,283,480,273,343,64,272
"137","NEF_AtlasMXB_B75_2025",19.167,-99.021,14,381,480,294,520,62,294
"138","NEF_AtlasMXB_B76_2025",19.205,-98.977,14,231,463,270,271,69,271
"139","NEF_AtlasMXB_B77_2025",19.183,-98.977,14,291,466,262,391,64,292
"140","NEF_AtlasMXB_B78_2025",19.156,-98.974,14,290,494,292,389,63,283
"141","NEF_AtlasMXB_B79_2025",19.191,-99.124,14,319,490,300,392,61,306
"142","NEF_AtlasMXB_B80_2025",19.265,-99.066,14,208,431,285,258,73,272
"143","NEF_AtlasMXB_B81_2025",19.264,-99.042,14,203,448,272,286,74,267
"144","NEF_AtlasMXB_B82_2025",19.237,-99.026,14,320,471,284,343,63,274
"145","NEF_AtlasMXB_B83_2025",19.176,-99.117,14,419,462,287,604,62,312
"146","NEF_AtlasMXB_B84_2025",19.255,-98.99,14,203,461,275,243,76,259
"147","NEF_AtlasMXB_B85_2025",19.249,-98.954,14,204,460,292,239,76,260
"148","NEF_AtlasMXB_B86_2025",19.312,-98.994,14,290,473,277,357,67,281
"149","NEF_AtlasMXB_B87_2025",19.27,-99.019,14,195,461,270,268,77,256
"150","NEF_AtlasMXB_B88_2025",19.248,-98.983,14,201,462,265,174,75,262
"151","NEF_AtlasMXB_B89_2025",28.081,-105.524,22,156,532,209,174,79,247
